"Year","Location","Session","Species","spp.ann.tot","net.hours","notes"
2006,"PUVI",1,"HITR",0,907.9,""
2006,"PUVI",1,"GRCA",1,907.9,""
2006,"PUVI",1,"PIWA",0,907.9,""
2006,"PUVI",1,"GAEL",4,907.9,""
2006,"PUVI",1,"HHTA",2,907.9,""
2006,"PUVI",1,"HIPK",0,907.9,""
2006,"PUVI",1,"SSHA",2,907.9,""
2006,"PUVI",1,"BAWW",2,907.9,""
2006,"PUVI",1,"HISP",5,907.9,""
2006,"PUVI",1,"BTBW",6,907.9,""
2006,"PUVI",1,"KEWA",0,907.9,""
2006,"PUVI",1,"COYE",0,907.9,""
2006,"PUVI",1,"SWWA",0,907.9,""
2006,"PUVI",1,"RTSO",3,907.9,""
2006,"PUVI",1,"OVEN",8,907.9,""
2006,"PUVI",1,"GTGT",11,907.9,""
2006,"PUVI",1,"WCHT",3,907.9,""
2006,"PUVI",1,"BFGR",1,907.9,""
2006,"PUVI",1,"BITH",15,907.9,""
2007,"PALO",1,"GAEL",1,1085.8,""
2007,"PALO",1,"BAWW",0,1085.8,""
2007,"PALO",1,"GABU",4,1085.8,""
2007,"PALO",1,"LATH",1,1085.8,""
2007,"PALO",1,"AMRE",0,1085.8,""
2007,"PALO",1,"HIWO",1,1085.8,""
2007,"PALO",1,"OVEN",13,1085.8,""
2007,"PALO",1,"KEWA",0,1085.8,""
2007,"PALO",1,"BTBW",8,1085.8,""
2007,"PALO",1,"GRCA",0,1085.8,""
2007,"PALO",1,"COYE",0,1085.8,""
2007,"PALO",1,"HIEM",0,1085.8,""
2007,"PALO",1,"MYWA",0,1085.8,""
2007,"PALO",1,"BCPT",3,1085.8,""
2007,"PALO",1,"HIPE",0,1085.8,""
2007,"PALO",1,"HIPK",0,1085.8,""
2007,"PALO",1,"RLTH",0,1085.8,""
2007,"PALO",1,"BITH",5,1085.8,""
2007,"PALO",1,"HITR",0,1085.8,""
2007,"PALO",1,"WCHT",2,1085.8,""
2007,"PALO",1,"WEWA",0,1085.8,""
2007,"PALO",1,"PIWA",0,1085.8,""
2007,"PALO",1,"WFQD",0,1085.8,""
2007,"PALO",1,"BANA",0,1085.8,""
2007,"PALO",1,"HHTA",2,1085.8,""
2007,"PALO",1,"SSHA",1,1085.8,""
2007,"PALO",1,"HILC",0,1085.8,""
2007,"PALO",1,"RNPI",0,1085.8,""
2007,"PALO",1,"RTSO",10,1085.8,""
2007,"PALO",1,"GTGT",4,1085.8,""
2007,"PALO",1,"HISP",2,1085.8,""
2007,"PALO",1,"SWWA",0,1085.8,""
2007,"PALO",1,"NBTO",6,1085.8,""
2007,"PALO",1,"BFGR",0,1085.8,""
2007,"PALO",2,NA,NA,0,""
2007,"PUVI",1,"BTBW",11,1481,""
2007,"PUVI",1,"GABU",4,1481,""
2007,"PUVI",1,"SWWA",0,1481,""
2007,"PUVI",1,"WEWA",2,1481,""
2007,"PUVI",1,"BANA",0,1481,""
2007,"PUVI",1,"BAWW",0,1481,""
2007,"PUVI",1,"BCPT",8,1481,""
2007,"PUVI",1,"WCHT",5,1481,""
2007,"PUVI",1,"BFGR",1,1481,""
2007,"PUVI",1,"SSHA",0,1481,""
2007,"PUVI",1,"HIPK",0,1481,""
2007,"PUVI",1,"WFQD",0,1481,""
2007,"PUVI",1,"BITH",8,1481,""
2007,"PUVI",1,"HITR",0,1481,""
2007,"PUVI",1,"HIWO",1,1481,""
2007,"PUVI",1,"HIEM",1,1481,""
2007,"PUVI",1,"GAEL",0,1481,""
2007,"PUVI",1,"AMRE",0,1481,""
2007,"PUVI",1,"NBTO",8,1481,""
2007,"PUVI",1,"RTSO",11,1481,""
2007,"PUVI",1,"RLTH",4,1481,""
2007,"PUVI",1,"HILC",0,1481,""
2007,"PUVI",1,"HIPE",3,1481,""
2007,"PUVI",1,"GRCA",0,1481,""
2007,"PUVI",1,"COYE",1,1481,""
2007,"PUVI",1,"HISP",5,1481,""
2007,"PUVI",1,"MYWA",0,1481,""
2007,"PUVI",1,"RNPI",0,1481,""
2007,"PUVI",1,"HHTA",1,1481,""
2007,"PUVI",1,"LATH",1,1481,""
2007,"PUVI",1,"KEWA",0,1481,""
2007,"PUVI",1,"PIWA",0,1481,""
2007,"PUVI",1,"OVEN",13,1481,""
2007,"PUVI",1,"GTGT",19,1481,""
2007,"PUVI",2,"HIPK",0,1239,"2nd sample in march"
2007,"PUVI",2,"RTSO",10,1239,"2nd sample in march"
2007,"PUVI",2,"WEWA",2,1239,"2nd sample in march"
2007,"PUVI",2,"SSHA",0,1239,"2nd sample in march"
2007,"PUVI",2,"WCHT",5,1239,"2nd sample in march"
2007,"PUVI",2,"HISP",11,1239,"2nd sample in march"
2007,"PUVI",2,"HITR",1,1239,"2nd sample in march"
2007,"PUVI",2,"BFGR",0,1239,"2nd sample in march"
2007,"PUVI",2,"RLTH",5,1239,"2nd sample in march"
2007,"PUVI",2,"LATH",1,1239,"2nd sample in march"
2007,"PUVI",2,"MYWA",0,1239,"2nd sample in march"
2007,"PUVI",2,"HIWO",1,1239,"2nd sample in march"
2007,"PUVI",2,"SWWA",0,1239,"2nd sample in march"
2007,"PUVI",2,"BAWW",2,1239,"2nd sample in march"
2007,"PUVI",2,"BCPT",7,1239,"2nd sample in march"
2007,"PUVI",2,"RNPI",0,1239,"2nd sample in march"
2007,"PUVI",2,"HILC",0,1239,"2nd sample in march"
2007,"PUVI",2,"HIPE",1,1239,"2nd sample in march"
2007,"PUVI",2,"KEWA",0,1239,"2nd sample in march"
2007,"PUVI",2,"GABU",5,1239,"2nd sample in march"
2007,"PUVI",2,"BITH",14,1239,"2nd sample in march"
2007,"PUVI",2,"WFQD",1,1239,"2nd sample in march"
2007,"PUVI",2,"BANA",2,1239,"2nd sample in march"
2007,"PUVI",2,"HIEM",1,1239,"2nd sample in march"
2007,"PUVI",2,"AMRE",0,1239,"2nd sample in march"
2007,"PUVI",2,"NBTO",12,1239,"2nd sample in march"
2007,"PUVI",2,"BTBW",2,1239,"2nd sample in march"
2007,"PUVI",2,"GRCA",0,1239,"2nd sample in march"
2007,"PUVI",2,"HHTA",7,1239,"2nd sample in march"
2007,"PUVI",2,"GAEL",3,1239,"2nd sample in march"
2007,"PUVI",2,"COYE",0,1239,"2nd sample in march"
2007,"PUVI",2,"GTGT",15,1239,"2nd sample in march"
2007,"PUVI",2,"PIWA",0,1239,"2nd sample in march"
2007,"PUVI",2,"OVEN",10,1239,"2nd sample in march"
2008,"PALO",1,"SWWA",0,591.5,""
2008,"PALO",1,"HISP",2,591.5,""
2008,"PALO",1,"HIPK",0,591.5,""
2008,"PALO",1,"RTSO",6,591.5,""
2008,"PALO",1,"MYWA",0,591.5,""
2008,"PALO",1,"WEWA",0,591.5,""
2008,"PALO",1,"BFGR",0,591.5,""
2008,"PALO",1,"SSHA",0,591.5,""
2008,"PALO",1,"BAWW",1,591.5,""
2008,"PALO",1,"BCPT",2,591.5,""
2008,"PALO",1,"HILC",0,591.5,""
2008,"PALO",1,"WCHT",2,591.5,""
2008,"PALO",1,"GABU",1,591.5,""
2008,"PALO",1,"HITR",0,591.5,""
2008,"PALO",1,"BITH",5,591.5,""
2008,"PALO",1,"HIPE",4,591.5,""
2008,"PALO",1,"RLTH",1,591.5,""
2008,"PALO",1,"KEWA",0,591.5,""
2008,"PALO",1,"AMRE",0,591.5,""
2008,"PALO",1,"LATH",1,591.5,""
2008,"PALO",1,"HIWO",2,591.5,""
2008,"PALO",1,"HIEM",3,591.5,""
2008,"PALO",1,"RNPI",0,591.5,""
2008,"PALO",1,"GAEL",0,591.5,""
2008,"PALO",1,"NBTO",10,591.5,""
2008,"PALO",1,"WFQD",1,591.5,""
2008,"PALO",1,"HHTA",1,591.5,""
2008,"PALO",1,"GTGT",7,591.5,""
2008,"PALO",1,"COYE",0,591.5,""
2008,"PALO",1,"PIWA",0,591.5,""
2008,"PALO",1,"BTBW",5,591.5,""
2008,"PALO",1,"OVEN",4,591.5,""
2008,"PALO",1,"BANA",0,591.5,""
2008,"PALO",1,"GRCA",0,591.5,""
2008,"PALO",2,NA,NA,0,""
2008,"PUVI",1,"BFGR",0,920,""
2008,"PUVI",1,"HIPK",0,920,""
2008,"PUVI",1,"SSHA",0,920,""
2008,"PUVI",1,"RTSO",4,920,""
2008,"PUVI",1,"SWWA",0,920,""
2008,"PUVI",1,"BCPT",2,920,""
2008,"PUVI",1,"RNPI",0,920,""
2008,"PUVI",1,"WEWA",1,920,""
2008,"PUVI",1,"LATH",0,920,""
2008,"PUVI",1,"WCHT",6,920,""
2008,"PUVI",1,"HISP",2,920,""
2008,"PUVI",1,"GAEL",0,920,""
2008,"PUVI",1,"HIPE",4,920,""
2008,"PUVI",1,"WFQD",0,920,""
2008,"PUVI",1,"HIEM",1,920,""
2008,"PUVI",1,"HHTA",3,920,""
2008,"PUVI",1,"HILC",0,920,""
2008,"PUVI",1,"BAWW",3,920,""
2008,"PUVI",1,"BTBW",2,920,""
2008,"PUVI",1,"MYWA",0,920,""
2008,"PUVI",1,"HITR",0,920,""
2008,"PUVI",1,"HIWO",1,920,""
2008,"PUVI",1,"RLTH",5,920,""
2008,"PUVI",1,"PIWA",0,920,""
2008,"PUVI",1,"COYE",0,920,""
2008,"PUVI",1,"BANA",1,920,""
2008,"PUVI",1,"BITH",6,920,""
2008,"PUVI",1,"GRCA",0,920,""
2008,"PUVI",1,"GTGT",8,920,""
2008,"PUVI",1,"KEWA",1,920,""
2008,"PUVI",1,"NBTO",13,920,""
2008,"PUVI",1,"GABU",5,920,""
2008,"PUVI",1,"AMRE",0,920,""
2008,"PUVI",1,"OVEN",4,920,""
2008,"PUVI",2,"SWWA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"RTSO",3,711.5,"2nd sample in march"
2008,"PUVI",2,"BCPT",2,711.5,"2nd sample in march"
2008,"PUVI",2,"HIPK",0,711.5,"2nd sample in march"
2008,"PUVI",2,"SSHA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"WEWA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"HIPE",0,711.5,"2nd sample in march"
2008,"PUVI",2,"HISP",3,711.5,"2nd sample in march"
2008,"PUVI",2,"HIEM",0,711.5,"2nd sample in march"
2008,"PUVI",2,"RNPI",0,711.5,"2nd sample in march"
2008,"PUVI",2,"BAWW",1,711.5,"2nd sample in march"
2008,"PUVI",2,"LATH",0,711.5,"2nd sample in march"
2008,"PUVI",2,"BFGR",0,711.5,"2nd sample in march"
2008,"PUVI",2,"WCHT",4,711.5,"2nd sample in march"
2008,"PUVI",2,"HITR",0,711.5,"2nd sample in march"
2008,"PUVI",2,"RLTH",3,711.5,"2nd sample in march"
2008,"PUVI",2,"WFQD",0,711.5,"2nd sample in march"
2008,"PUVI",2,"GABU",2,711.5,"2nd sample in march"
2008,"PUVI",2,"MYWA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"HILC",0,711.5,"2nd sample in march"
2008,"PUVI",2,"PIWA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"HHTA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"BANA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"COYE",0,711.5,"2nd sample in march"
2008,"PUVI",2,"HIWO",1,711.5,"2nd sample in march"
2008,"PUVI",2,"BTBW",0,711.5,"2nd sample in march"
2008,"PUVI",2,"KEWA",1,711.5,"2nd sample in march"
2008,"PUVI",2,"OVEN",4,711.5,"2nd sample in march"
2008,"PUVI",2,"GAEL",3,711.5,"2nd sample in march"
2008,"PUVI",2,"AMRE",0,711.5,"2nd sample in march"
2008,"PUVI",2,"GRCA",0,711.5,"2nd sample in march"
2008,"PUVI",2,"GTGT",7,711.5,"2nd sample in march"
2008,"PUVI",2,"BITH",6,711.5,"2nd sample in march"
2008,"PUVI",2,"NBTO",1,711.5,"2nd sample in march"
2009,"PALO",1,"SSHA",0,1105,""
2009,"PALO",1,"WCHT",3,1105,""
2009,"PALO",1,"BCPT",0,1105,""
2009,"PALO",1,"HIPK",0,1105,""
2009,"PALO",1,"SWWA",0,1105,""
2009,"PALO",1,"BFGR",0,1105,""
2009,"PALO",1,"HISP",2,1105,""
2009,"PALO",1,"HILC",0,1105,""
2009,"PALO",1,"RTSO",3,1105,""
2009,"PALO",1,"HIWO",2,1105,""
2009,"PALO",1,"LATH",0,1105,""
2009,"PALO",1,"MYWA",0,1105,""
2009,"PALO",1,"WEWA",0,1105,""
2009,"PALO",1,"RLTH",1,1105,""
2009,"PALO",1,"HIEM",1,1105,""
2009,"PALO",1,"RNPI",0,1105,""
2009,"PALO",1,"BANA",0,1105,""
2009,"PALO",1,"BAWW",2,1105,""
2009,"PALO",1,"HIPE",0,1105,""
2009,"PALO",1,"WFQD",0,1105,""
2009,"PALO",1,"HITR",0,1105,""
2009,"PALO",1,"BITH",7,1105,""
2009,"PALO",1,"NBTO",6,1105,""
2009,"PALO",1,"AMRE",0,1105,""
2009,"PALO",1,"GABU",1,1105,""
2009,"PALO",1,"GAEL",1,1105,""
2009,"PALO",1,"COYE",1,1105,""
2009,"PALO",1,"PIWA",0,1105,""
2009,"PALO",1,"HHTA",2,1105,""
2009,"PALO",1,"GTGT",5,1105,""
2009,"PALO",1,"BTBW",4,1105,""
2009,"PALO",1,"KEWA",0,1105,""
2009,"PALO",1,"GRCA",0,1105,""
2009,"PALO",1,"OVEN",5,1105,""
2009,"PUVI",1,"HIPK",0,1106,""
2009,"PUVI",1,"BCPT",2,1106,""
2009,"PUVI",1,"WEWA",2,1106,""
2009,"PUVI",1,"HITR",0,1106,""
2009,"PUVI",1,"RLTH",2,1106,""
2009,"PUVI",1,"MYWA",0,1106,""
2009,"PUVI",1,"HIPE",1,1106,""
2009,"PUVI",1,"SSHA",0,1106,""
2009,"PUVI",1,"WCHT",4,1106,""
2009,"PUVI",1,"BANA",0,1106,""
2009,"PUVI",1,"HILC",0,1106,""
2009,"PUVI",1,"RNPI",0,1106,""
2009,"PUVI",1,"BFGR",1,1106,""
2009,"PUVI",1,"HISP",3,1106,""
2009,"PUVI",1,"SWWA",0,1106,""
2009,"PUVI",1,"HIWO",0,1106,""
2009,"PUVI",1,"WFQD",0,1106,""
2009,"PUVI",1,"LATH",2,1106,""
2009,"PUVI",1,"GABU",4,1106,""
2009,"PUVI",1,"GAEL",1,1106,""
2009,"PUVI",1,"AMRE",0,1106,""
2009,"PUVI",1,"HIEM",0,1106,""
2009,"PUVI",1,"HHTA",9,1106,""
2009,"PUVI",1,"GTGT",25,1106,""
2009,"PUVI",1,"BAWW",0,1106,""
2009,"PUVI",1,"BTBW",2,1106,""
2009,"PUVI",1,"RTSO",2,1106,""
2009,"PUVI",1,"COYE",0,1106,""
2009,"PUVI",1,"BITH",6,1106,""
2009,"PUVI",1,"NBTO",13,1106,""
2009,"PUVI",1,"KEWA",0,1106,""
2009,"PUVI",1,"OVEN",11,1106,""
2009,"PUVI",1,"PIWA",0,1106,""
2009,"PUVI",1,"GRCA",0,1106,""
2010,"PALO",1,"MYWA",0,1095,""
2010,"PALO",1,"BCPT",0,1095,""
2010,"PALO",1,"PIWA",0,1095,""
2010,"PALO",1,"RLTH",3,1095,""
2010,"PALO",1,"BAWW",1,1095,""
2010,"PALO",1,"SSHA",1,1095,""
2010,"PALO",1,"RTSO",10,1095,""
2010,"PALO",1,"HITR",1,1095,""
2010,"PALO",1,"BITH",5,1095,""
2010,"PALO",1,"RNPI",0,1095,""
2010,"PALO",1,"LATH",1,1095,""
2010,"PALO",1,"GABU",1,1095,""
2010,"PALO",1,"GAEL",0,1095,""
2010,"PALO",1,"HIWO",0,1095,""
2010,"PALO",1,"AMRE",0,1095,""
2010,"PALO",1,"OVEN",10,1095,""
2010,"PALO",1,"BANA",0,1095,""
2010,"PALO",1,"HIEM",3,1095,""
2010,"PALO",1,"WCHT",4,1095,""
2010,"PALO",1,"BFGR",0,1095,""
2010,"PALO",1,"HIPK",0,1095,""
2010,"PALO",1,"SWWA",0,1095,""
2010,"PALO",1,"NBTO",9,1095,""
2010,"PALO",1,"WEWA",0,1095,""
2010,"PALO",1,"KEWA",0,1095,""
2010,"PALO",1,"WFQD",0,1095,""
2010,"PALO",1,"COYE",0,1095,""
2010,"PALO",1,"GRCA",0,1095,""
2010,"PALO",1,"HILC",0,1095,""
2010,"PALO",1,"HHTA",0,1095,""
2010,"PALO",1,"GTGT",8,1095,""
2010,"PALO",1,"HISP",6,1095,""
2010,"PALO",1,"BTBW",2,1095,""
2010,"PALO",1,"HIPE",0,1095,""
2010,"PUVI",1,"BCPT",3,951,""
2010,"PUVI",1,"HIEM",1,951,""
2010,"PUVI",1,"AMRE",0,951,""
2010,"PUVI",1,"BTBW",2,951,""
2010,"PUVI",1,"BANA",0,951,""
2010,"PUVI",1,"WEWA",0,951,""
2010,"PUVI",1,"GAEL",0,951,""
2010,"PUVI",1,"GRCA",0,951,""
2010,"PUVI",1,"HIPK",0,951,""
2010,"PUVI",1,"HHTA",3,951,""
2010,"PUVI",1,"PIWA",0,951,""
2010,"PUVI",1,"RLTH",2,951,""
2010,"PUVI",1,"BFGR",0,951,""
2010,"PUVI",1,"HIPE",0,951,""
2010,"PUVI",1,"SSHA",0,951,""
2010,"PUVI",1,"BITH",9,951,""
2010,"PUVI",1,"HITR",2,951,""
2010,"PUVI",1,"HIWO",1,951,""
2010,"PUVI",1,"GABU",3,951,""
2010,"PUVI",1,"LATH",0,951,""
2010,"PUVI",1,"MYWA",0,951,""
2010,"PUVI",1,"NBTO",8,951,""
2010,"PUVI",1,"GTGT",13,951,""
2010,"PUVI",1,"OVEN",11,951,""
2010,"PUVI",1,"BAWW",1,951,""
2010,"PUVI",1,"HILC",0,951,""
2010,"PUVI",1,"RNPI",0,951,""
2010,"PUVI",1,"RTSO",4,951,""
2010,"PUVI",1,"HISP",6,951,""
2010,"PUVI",1,"SWWA",0,951,""
2010,"PUVI",1,"WCHT",10,951,""
2010,"PUVI",1,"COYE",0,951,""
2010,"PUVI",1,"KEWA",0,951,""
2010,"PUVI",1,"WFQD",0,951,""
