Repeat.New,Species,Metal.Band,Color.bands,TempMarker,Date,Time,Age,HA,Sex,HS,Wing,Weight,Location,Bander,Fat,CP,BP,Ectos,Wear,Net.Location,Comments,Tarsus,Exp.Culmen,Culmen.Nares,Culmen.Width,Culmen.Depth,Tail,Hg.Blood.ID,Hg.Tail.ID,Hg.Secondaries.ID,ToanailID,individual
1,GTGT,817,YO/OX,NA,1/25/2000,1420,6,19,0,NA,62,13.6,PUVI,CCR,1,0,0,4,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 817,,
1,GTGT,818,BKW/PIX,NA,1/25/2000,2000,5,13,0,NA,59,14.7,PUVI,CCR,5,0,0,4,2,1HW,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 818,,
1,GTGT,819,NA,NA,1/25/2000,2000,1,13,0,NA,60.5,14.6,PUVI,JAM,0,0,0,4,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 819,,
2,HIPE,175062320,NA,NA,1/25/2000,800,1,1,0,NA,72.5,9.9,PUVI,CCR,0,0,0,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 175062320,,
1,HIPE,239049637,NA,NA,1/25/2000,2000,1,1,0,NA,72.5,11.6,PUVI,CCR,5,0,0,4,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 239049637,,
1,LATH,2027,NA,NA,1/25/2000,720,1,1,0,NA,122,85.8,PUVI,JAM,0,0,0,4,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,LATH _ 2027,,
1,LATH,2028,NA,NA,1/25/2000,720,1,1,0,NA,123,91,PUVI,JAM,0,0,0,4,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,LATH _ 2028,,
1,NBTO,312,NA,NA,1/25/2000,850,1,1,0,NA,46,7.3,PUVI,JRT,0,0,0,1,2,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 312,,
1,NBTO,313,NA,NA,1/25/2000,1110,1,1,0,NA,45.5,6.4,PUVI,PRW,5,0,0,1,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 313,,
1,OVEN,217161352,NA,NA,1/25/2000,2000,1,1,0,NA,72.5,19,PUVI,EGG,0,0,0,1,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161352,,
1,OVEN,217161350,NA,NA,1/25/2000,1720,6,1,0,NA,77,18.9,PUVI,CCR,5,0,0,4,1,11,ASY TAIL,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161350,,
1,OVEN,217161348,NA,NA,1/25/2000,1200,5,1,0,NA,74,21.3,PUVI,CCR,0,0,0,4,1,16,SY TAIL,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161348,,
1,OVEN,217161345,NA,NA,1/25/2000,800,5,1,0,NA,73.5,18.6,PUVI,EGG,5,0,0,4,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161345,,
2,OVEN,217161307,NA,NA,1/25/2000,820,6,1,0,NA,77.5,16.5,PUVI,JAM,5,0,0,4,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161307,,
2,OVEN,213158608,NA,NA,1/25/2000,2000,6,19,0,NA,70.5,18.9,PUVI,CCR,5,0,0,1,1,1A75E,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213158608,,
1,RTSO,217161346,NA,NA,1/25/2000,810,1,1,0,NA,87,23.4,PUVI,CCR,5,0,0,4,1,1CW,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 217161346,,
1,RTSO,217161347,NA,NA,1/25/2000,850,1,1,0,NA,NA,26.1,PUVI,CCR,0,0,0,4,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 217161347,,
1,RTSO,217161349,NA,NA,1/25/2000,1210,1,1,0,NA,85.5,25.5,PUVI,PRW,0,0,0,4,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 217161349,,
1,RTSO,217161353,NA,NA,1/25/2000,2000,1,1,0,NA,80.5,26.1,PUVI,JAM,0,0,0,1,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 217161353,,
1,RTSO,217161400,NA,NA,1/25/2000,1030,1,1,0,NA,92.5,27.5,PUVI,JAM,0,0,0,4,2,15,BAND OUT OF SEQUENCE,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 217161400,,
1,SSHA,2029,NA,NA,1/25/2000,1500,6,13,4,4,146,74.1,PUVI,PRW,0,0,0,1,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,SSHA _ 2029,,
1,SWWA,217161351,NA,NA,1/25/2000,1730,1,1,0,NA,72,15.8,PUVI,CCR,5,0,0,4,1,59,ASY TAIL,NA,NA,NA,NA,NA,NA,NA,NA,SWWA _ 217161351,,
1,HHTA,152,Y/DBLB,NA,1/25/2000,2000,6,29,0,NA,60,NA,PUVI,EGG,5,0,0,4,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,HHTA _ 152,,
2,BAWW,239049636,NA,NA,1/26/2000,1930,1,1,5,1,66.5,9.8,PUVI,PRW,5,0,0,1,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAWW _ 239049636,,
1,BAWW,239049640,NA,NA,1/26/2000,1450,1,1,5,1,62,10,PUVI,CCR,5,0,0,4,2,1HW,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAWW _ 239049640,,
1,BAWW,239049643,NA,NA,1/26/2000,1830,1,1,5,1,64.5,10.1,PUVI,PRW,NA,0,0,4,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAWW _ 239049643,,
1,BCPT,1015,RLB/DBX,NA,1/26/2000,1500,1,1,0,NA,84,29.9,PUVI,CCR,0,0,0,4,1,1EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCPT _ 1015,,
1,BFGR,239049638,NA,NA,1/26/2000,710,1,1,4,1,55.5,10.7,PUVI,JRT,5,0,0,4,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,BFGR _ 239049638,,
2,BTBW,186019669,NA,NA,1/26/2000,1830,1,19,5,1,54.5,8.3,PUVI,CCR,5,0,0,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTBW _ 186019669,,
1,BTBW,239049642,NA,NA,1/26/2000,1830,1,1,4,1,67.5,9.5,PUVI,EGG,5,0,0,1,1,1A.75E,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTBW _ 239049642,,
2,GABU,135192311,NA,NA,1/26/2000,1720,1,1,4,1,NA,25.8,PUVI,JRT,1,0,0,4,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,GABU _ 135192311,,
1,GAEL,239049639,NA,NA,1/26/2000,1030,1,1,0,NA,68.5,12.5,PUVI,PRW,5,0,0,1,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAEL _ 239049639,,
2,GTGT,81,WO/LGX,NA,1/26/2000,1500,6,13,0,NA,62.5,NA,PUVI,CCR,5,0,0,4,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 81,,
2,GTGT,813,LGBK/RX,NA,1/26/2000,1150,6,19,0,NA,65.5,13.8,PUVI,EGG,5,0,0,4,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 813,,
1,GTGT,820,PUY/PUX,NA,1/26/2000,920,1,13,0,NA,63,13.2,PUVI,CCR,0,0,0,4,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 820,,
2,GTGT,821,LBX/YY,NA,1/26/2000,1120,6,19,0,NA,64.5,14.1,PUVI,EGG,0,0,0,4,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 821,,
1,GTGT,822,DBLG/OX,NA,1/26/2000,1150,5,13,0,NA,61,14,PUVI,CCR,5,0,0,4,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 822,,
1,GTGT,823,DBPI/DBX,NA,1/26/2000,1150,5,13,0,NA,62,14.8,PUVI,JAM,5,0,0,4,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 823,,
1,GTGT,824,DBDB/WX,NA,1/26/2000,1150,6,13,0,NA,64.5,14.7,PUVI,EGG,5,0,0,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 824,,
1,GTGT,825,DBPI/YX,NA,1/26/2000,1150,6,13,0,NA,57.5,12.8,PUVI,CCR,5,0,0,4,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 825,,
1,GTGT,826,DBLG/BKX,NA,1/26/2000,1150,6,13,0,NA,64,14.2,PUVI,JAM,5,0,0,4,1,1CW,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 826,,
1,GTGT,827,DBDB/LGX,NA,1/26/2000,1210,6,13,0,NA,67,16,PUVI,PRW,5,0,0,4,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 827,,
2,HIPE,175062320,NA,NA,1/26/2000,920,1,1,0,NA,71.5,10.1,PUVI,CCR,0,0,0,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 175062320,,
2,HIPE,239049637,NA,NA,1/26/2000,1500,1,1,0,NA,72.5,10.8,PUVI,CCR,0,0,0,4,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 239049637,,
1,HIPE,239049641,NA,NA,1/26/2000,1920,1,1,0,NA,74,11.1,PUVI,CCR,1,0,0,4,2,1I.25N,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 239049641,,
1,HITR,2030,NA,NA,1/26/2000,920,1,1,4,1,139.5,73.8,PUVI,EGG,0,0,0,4,1,1CW,NA,NA,NA,NA,NA,NA,NA,NA,NA,HITR _ 2030,,
1,HITR,2031,NA,NA,1/26/2000,1700,1,1,5,1,137.5,80.3,PUVI,CCR,0,0,0,4,1,1A.75E,NA,NA,NA,NA,NA,NA,NA,NA,NA,HITR _ 2031,,
1,HIWO,2034,NA,NA,1/26/2000,1830,1,1,4,1,122.5,77.3,PUVI,CCR,5,0,0,4,2,1I.25N,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIWO _ 2034,,
1,LATH,2032,NA,NA,1/26/2000,1830,1,19,0,NA,120.5,96.4,PUVI,EGG,1,0,0,4,1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,LATH _ 2032,,
1,NBTO,314,NA,NA,1/26/2000,920,1,1,0,NA,46.5,5.7,PUVI,CCR,5,0,0,1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 314,,
1,NBTO,315,NA,NA,1/26/2000,1830,1,1,0,NA,45,6.9,PUVI,JRT,5,0,0,1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 315,,
2,OVEN,208143160,NA,NA,1/26/2000,710,6,19,0,NA,76,18.1,PUVI,CCR,5,0,0,4,1,1HW,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 208143160,,
1,RTSO,217161354,NA,NA,1/26/2000,1830,1,1,0,NA,74,27.5,PUVI,EGG,0,0,0,4,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 217161354,,
1,HISP,135192314,NA,NA,1/26/2000,1930,1,1,4,1,78.5,24.5,PUVI,CCR,5,0,0,1,1,1I.25N,NA,NA,NA,NA,NA,NA,NA,NA,NA,HISP _ 135192314,,
1,SSHA,2033,NA,NA,1/26/2000,1830,1,1,4,1,147,178.9,PUVI,JRT,5,0,0,1,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,SSHA _ 2033,,
2,HHTA,828,DBY/OX,NA,1/26/2000,1710,6,19,0,NA,60.5,12.9,PUVI,PRW,1,0,0,4,1,14,ASY BY BAND,NA,NA,NA,NA,NA,NA,NA,NA,HHTA _ 828,,
1,BITH,135192205,NA,NA,1/26/2000,720,1,9,5,NA,88.5,24,PUVI,JRT,5,0,0,NA,1,Net 59,NA,32.62,12.38,9.08,4.16,3.9,65.5,NA,NA,BITH _ 135192205,,
1,BITH,135192206,NA,NA,1/26/2000,730,1,9,4,NA,91.5,27.4,PUVI,PRW,5,0,0,NA,2,Net 37,measurements by JRT,31.82,13.68,9.54,4.06,4.13,68.5,NA,NA,BITH _ 135192206,,
1,BITH,135192207,NA,NA,1/26/2000,740,1,9,4,NA,94,26.4,PUVI,CCR,0,0,0,NA,1,Net 54,NA,NA,12.18,9.14,4.16,3.92,71.5,NA,NA,BITH _ 135192207,,
1,BITH,153148058,LBLB/R-WX,NA,1/26/2000,710,1,9,5,NA,88.5,24.8,PUVI,CCR,0,0,0,NA,1,Net 1HW,NA,33,13.6,9.64,4.38,3.92,68.5,NA,NA,BITH _ 153148058,,
2,BITH,157105153,RW/LBX,NA,1/26/2000,710,1,9,4,NA,91,26.1,PUVI,CCR,5,0,0,2,1,Net 1EN,tick,32.58,13.2,9.24,4.29,4.04,69,NA,NA,BITH _ 157105153,,
1,GTGT,829,YY/RX,NA,1/27/2000,900,1,1,0,NA,64.5,13.6,PUVI,CCR,0,0,0,4,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 829,,
1,HIPE,239049644,NA,NA,1/27/2000,800,1,1,0,NA,69,9.5,PUVI,CCR,5,0,0,1,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 239049644,,
1,LATH,2035,NA,NA,1/27/2000,800,1,1,0,NA,128.5,97.3,PUVI,CCR,5,0,0,4,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,LATH _ 2035,,
1,OVEN,217161355,NA,NA,1/27/2000,800,5,1,0,NA,72.5,17.6,PUVI,EGG,0,0,0,4,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161355,,
2,BITH,135192205,NA,NA,1/27/2000,800,1,9,5,NA,NA,24.3,PUVI,EGG,5,0,0,NA,NA,Net 59,NA,NA,NA,NA,NA,NA,NA,NA,NA,BITH _ 135192205,,
1,BITH,135192315,NA,NA,1/27/2000,800,1,9,4,NA,91.5,27,PUVI,JRT,5,0,0,NA,1,150 m WNW of Net 51,NA,32.2,12.3,8.6,4,3.66,71,NA,NA,BITH _ 135192315,,
2,BITH,157105190,WO/LBX,NA,1/27/2000,800,1,9,4,NA,93,26.8,PUVI,CCR,5,0,0,NA,1,35 m up Transect 0 trail,NA,33.94,12.66,9.1,3.88,3.74,69.5,NA,NA,BITH _ 157105190,,
1,BCPT,1016,RO/LBX,NA,1/30/2001,1810,1,1,0,NA,91,33.4,PUVI,CCR,1,0,0,4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCPT _ 1016,,
1,GABU,122190064,NA,NA,1/30/2001,2050,1,1,4,1,77.5,28.9,PUVI,CCR,5,0,0,4,1,17,PUVI 9 BLOOD FOR SCL,26.02,15.62,11.25,9.26,11.46,69.5,NA,NA,GABU _ 122190064,,
2,GTGT,21,LGX/RLB,NA,1/30/2001,2050,6,13,0,NA,65,15.1,PUVI,CCR,5,0,0,4,1,1EN,NA,24.6,12.81,9.5,3.55,3.92,66.5,NA,NA,GTGT _ 21,,
1,GTGT,834,YDB/YX,NA,1/30/2001,1820,5,13,0,NA,60,14.9,PUVI,CCR,1,0,0,4,1,12,NA,25.4,14.1,10.3,3.68,3.98,64.5,NA,NA,GTGT _ 834,,
1,OVEN,213157692,NA,NA,1/30/2001,2130,6,1,0,NA,76.5,19.3,PUVI,CCR,1,0,0,4,1,58,PUVI 11 BLOOD FOR SCL; ASY TAIL; DIED IN BAG 31 JAN 01,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157692,,
1,OVEN,213157691,NA,NA,1/30/2001,2110,5,1,0,NA,69.5,17.7,PUVI,CCR,5,0,0,4,1,57,PUVI 10 BLOOD FOR SCL; SY TAIL,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157691,,
1,HISP,122190063,NA,NA,1/30/2001,1750,1,1,4,1,84.5,27.2,PUVI,CCR,5,0,0,4,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,HISP _ 122190063,,
1,BAWW,239049903,NA,NA,1/31/2001,2110,1,1,5,1,66.5,9.7,PUVI,CCR,5,0,0,1,1,17,PUVI 22 BLOOD FOR SCL; ASY TAIL,NA,NA,NA,NA,NA,NA,NA,NA,BAWW _ 239049903,,
1,BTBW,239049902,NA,NA,1/31/2001,1300,5,1,5,1,62,NA,PUVI,ECM,5,0,0,4,1,54,PUVI 15 BLOOD FOR SCL,NA,NA,NA,NA,NA,NA,NA,NA,BTBW _ 239049902,,
2,GTGT,87,WDB/YX,NA,1/31/2001,1000,6,13,0,NA,64.5,13.8,PUVI,CCR,5,0,0,1,1,36,PUVI 14 BLOOD FOR SCL; CCR MEASUREMENTS,24.78,12.75,9.94,3.62,4.06,63.5,NA,NA,GTGT _ 87,,
2,GTGT,88,OY/RX,NA,1/31/2001,1650,6,13,0,NA,60.5,14.3,PUVI,JAM,1,0,0,4,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 88,,
2,GTGT,823,DBPI/DBX,NA,1/31/2001,930,6,13,0,NA,65.5,14.5,PUVI,JAM,1,0,0,4,2,1EN,PUVI 13 BLOOD FOR SCL; JAM MEASUREMENTS,27.34,12.22,10.34,4.06,4.34,60,NA,NA,GTGT _ 823,,
1,GTGT,835,YX/DBY,NA,1/31/2001,1600,6,13,0,NA,65.5,14.3,PUVI,CCR,1,0,0,1,1,17,PUVI 18 BLOOD FOR SCL,23.76,12.62,9.53,3.38,3.95,65,NA,NA,GTGT _ 835,,
4,GTGT,NA,LB/YR,NA,1/31/2001,940,6,13,0,NA,64,14.7,PUVI,EGG,1,0,0,4,1,57,DIED IN BAG 31 JAN; EGG MEASUREMENTS,25.44,13.24,9.72,4.72,4.38,64,NA,NA,GTGT _ LB/YR,,
2,HIPE,186019676,NA,NA,1/31/2001,1810,1,1,0,NA,74.5,11.6,PUVI,ECM,5,0,0,4,1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 186019676,,
1,LATH,2037,NA,NA,1/31/2001,1620,1,1,0,NA,127,103.6,PUVI,JAM,1,0,0,4,1,57,PUVI 20 BLOOD FOR SCL & N. KLEIN; JAM MEASUREMENTS,50.9,25.52,19.62,8.31,8.54,95,NA,NA,LATH _ 2037,,
1,NBTO,316,NA,NA,1/31/2001,1210,1,1,0,NA,45,6.4,PUVI,CCR,1,0,0,1,1,18,PUVI 17 BLOOD FOR SCL,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 316,,
1,NBTO,317,NA,NA,1/31/2001,1300,1,1,0,NA,45,6.4,PUVI,CCR,5,0,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 317,,
1,NBTO,318,NA,NA,1/31/2001,1430,1,1,0,NA,47,NA,PUVI,ECM,1,0,0,4,1,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 318,,
1,NBTO,836,NA,NA,1/31/2001,1800,1,1,0,NA,46,NA,PUVI,EGG,2,0,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 836,,
2,OVEN,217161350,NA,NA,1/31/2001,920,6,19,0,NA,78.5,17.8,PUVI,JAM,0,0,0,4,1,31,PUVI 12 BLOOD FOR SCL; ASY TAIL AND BAND NO.,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 217161350,,
1,OVEN,213157695,NA,NA,1/31/2001,2240,5,1,0,NA,69.5,17.8,PUVI,CCR,5,0,0,4,3,NA,SY TAIL; NET UNKNOWN,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157695,,
1,OVEN,213157693,NA,NA,1/31/2001,1300,5,1,0,NA,77,19.3,PUVI,ROA,0,0,0,4,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157693,,
2,OVEN,213157692,NA,NA,1/31/2001,1130,6,1,0,NA,77,18,PUVI,JAM,1,0,0,1,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157692,,
1,HISP,153148068,NA,NA,1/31/2001,1310,1,1,5,1,78.5,24.6,PUVI,ROA,1,0,0,4,2,35,PUVI 16 BLOOD FOR SCL,NA,NA,NA,NA,NA,NA,NA,NA,HISP _ 153148068,,
1,HISP,153148069,NA,NA,1/31/2001,1620,1,1,4,1,83.5,NA,PUVI,CCR,5,0,0,4,1,1EN,PUVI 19 BLOOD FOR SCL,23.1,10.68,7.34,4.58,5.18,68.5,NA,NA,HISP _ 153148069,,
1,SWWA,213157694,NA,NA,1/31/2001,1300,1,1,0,NA,71.5,15.6,PUVI,CCR,5,0,0,4,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,SWWA _ 213157694,,
1,WCHT,2038,NA,NA,1/31/2001,1740,1,1,0,NA,102.5,NA,PUVI,JAM,1,0,0,4,3,36,PUVI 21 BL OOD FOR SCL & N. KLEIN; ECM MEASUREMENTS,32.06,20.5,16.98,6.02,6.07,105,NA,NA,WCHT _ 2038,,
1,WCHT,2039,NA,NA,1/31/2001,2200,1,1,0,NA,81.5,45.3,PUVI,CCR,5,0,0,4,1,17,PUVI 24 BLOOD FOR SCL & N. KLEIN,33.98,22.08,16.01,4.5,6.25,88.5,NA,NA,WCHT _ 2039,,
1,HHTA,837,RDB/YX,NA,1/31/2001,2130,1,1,0,NA,64.5,12.5,PUVI,CCR,5,0,0,4,1,1EN,PUVI 23 BLOOD FOR SCL & N. KLEIN; COLLECTED RECS L3-6,23.25,12.72,9.16,3.9,4.34,64.5,NA,NA,HHTA _ 837,,
1,BITH,153148067,WO/PUX,NA,1/31/2001,930,2,19,4,NA,89.5,25.4,PUVI,CCR,5,0,0,4,1,51,lice; SY tail and gcovs,33.88,12.94,9.3,4.02,3.91,68.5,NA,NA,BITH _ 153148067,,
1,BITH,153148070,WW/PIX,NA,1/31/2001,2150,1,19,4,NA,92,26.1,PUVI,CCR,5,0,0,0,1,1J.25W,No ectos,33.59,13.32,9.32,4.54,4.18,69,NA,NA,BITH _ 153148070,,
1,BAWW,239049906,NA,NA,2/1/2001,1440,1,1,4,1,67.5,11.3,PUVI,ECM,5,0,0,4,1,1EN,ASY TAIL,NA,NA,NA,NA,NA,NA,NA,NA,BAWW _ 239049906,,
1,BCPT,1017,NA,NA,2/1/2001,810,1,1,0,NA,89,31.5,PUVI,CCR,5,0,0,4,1,1AE75,PUVI 25 BLOOD FOR SCL,27.76,21.18,15.26,6.52,71.5,73,NA,NA,BCPT _ 1017,,
1,BCPT,1018,DBLB/YX,NA,2/1/2001,830,1,1,0,NA,90.5,32.6,PUVI,CCR,5,0,0,4,1,58,NA,29.12,20.6,15.2,6.61,6.88,72,NA,NA,BCPT _ 1018,,
1,BCPT,1019,LBR/YX,NA,2/1/2001,840,1,1,0,NA,95.5,33.8,PUVI,ECM,5,0,0,4,1,58,NA,27.04,18.02,14.82,6.64,7.68,78,NA,NA,BCPT _ 1019,,
2,GABU,157105146,NA,NA,2/1/2001,2130,6,19,5,1,69,21,PUVI,CCR,5,0,0,1,1,NA,"TRANSECT 3, NET UNKNOWN; BANDED IN 1997",NA,13.68,10.62,NA,NA,NA,NA,NA,GABU _ 157105146,,
1,GAEL,239049904,NA,NA,2/1/2001,810,1,1,0,NA,72,12.6,PUVI,JAM,0,0,0,4,1,18,PUVI 26 BLOOD FOR SCL,NA,NA,NA,NA,NA,NA,NA,NA,GAEL _ 239049904,,
2,GTGT,809,LGW/PIX,NA,2/1/2001,2150,6,13,0,NA,62,14.3,PUVI,CCR,1,0,0,4,1,1I.25W,BANDED IN 1998,25.32,14.44,10.42,3.7,4.04,65,NA,NA,GTGT _ 809,,
2,GTGT,822,DBLG/OX,NA,2/1/2001,1230,6,13,0,NA,64.5,NA,PUVI,ROA,5,0,0,4,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 822,,
1,GTGT,838,RX/RY,NA,2/1/2001,1030,6,13,0,NA,64.5,14,PUVI,JAM,1,0,0,4,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 838,,
2,GTGT,839,XLB/YDB,NA,2/1/2001,1230,6,13,0,NA,66.5,NA,PUVI,ECM,5,0,0,4,2,53,NA,26.24,13.52,10.3,3.88,4.34,63,NA,NA,GTGT _ 839,,
1,GTGT,840,RX/DBW,NA,2/1/2001,1640,6,13,0,NA,62,14.8,PUVI,ROA,NA,0,0,24,NA,11,TICKS AND LICE,NA,NA,NA,NA,NA,NA,NA,NA,GTGT _ 840,,
1,GTGT,841,RLB/LBX,NA,2/1/2001,2120,5,13,0,NA,63,14.5,PUVI,CCR,1,0,0,4,2,NA,"TRANSECT 3, NET UNKNOWN",25.31,13.9,9.6,3.88,3.97,66.5,NA,NA,GTGT _ 841,,
2,HIPE,239049641,NA,NA,2/1/2001,2140,1,1,0,NA,74,11,PUVI,CCR,5,0,0,1,1,1JW,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 239049641,,
1,HIPE,239049905,NA,NA,2/1/2001,900,1,1,0,NA,70,10.4,PUVI,CCR,5,0,0,1,1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,HIPE _ 239049905,,
1,LATH,2040,NA,NA,2/1/2001,750,1,1,0,NA,124.5,86.6,PUVI,CCR,5,0,0,4,NA,18,BLOOD FOR N. KLEIN,49.82,22.66,16.44,5.86,7.38,101.5,NA,NA,LATH _ 2040,,
1,NBTO,319,NA,NA,2/1/2001,2120,1,1,0,NA,45,6.7,PUVI,CCR,1,0,0,1,1,NA,"TRANSECT 3, NET UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NBTO _ 319,,
1,OVEN,213157697,NA,NA,2/1/2001,2100,5,1,0,NA,74,18.6,PUVI,CCR,5,0,0,4,1,NA,"TRANSECT 3, NET UNKNOWN; SY TAIL",NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157697,,
1,OVEN,213157696,NA,NA,2/1/2001,750,5,1,0,NA,72.5,18.6,PUVI,ROA,5,0,0,24,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157696,,
2,OVEN,213157691,NA,NA,2/1/2001,1040,5,1,0,NA,72,17.2,PUVI,EGG,5,0,0,4,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 213157691,,
2,OVEN,208143197,NA,NA,2/1/2001,1040,6,19,0,NA,76.5,19,PUVI,ECM,5,0,0,4,1,52,BANDED IN 1998; TAIL VERY POINTED AS SY!,NA,NA,NA,NA,NA,NA,NA,NA,OVEN _ 208143197,,
1,RLTH,91213424,NA,NA,2/1/2001,1200,1,1,0,NA,130,64.9,PUVI,ROA,5,0,0,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLTH _ 91213424,,
2,RTSO,213157683,NA,NA,2/1/2001,2140,6,NA,0,NA,98.5,29.4,PUVI,CCR,0,0,0,4,1,1JW,BANDED IN 1996,NA,NA,NA,NA,NA,NA,NA,NA,RTSO _ 213157683,,
1,BITH,153148071,PIPI/PIX,NA,2/1/2001,2200,2,19,4,NA,89,26.7,PUVI,CCR,5,0,0,4,1,1J.25W,lice; SY tail and gcovs,33.37,13.54,9.86,4.06,3.86,65.5,NA,NA,BITH _ 153148071,,
1,BCPT,1020,RY/LBX,NA,2/2/2001,1040,5,1,0,0,83,28.9,PUVI,ECM,5,0,0,4,1,1J.25W,MEASUREMENTS BY ECM,26.16,19.78,14.58,6.08,6.66,68,NA,NA,BCPT _ 1020,,
